station_id,station_name,location,crs1,lat1,lon1,crs2,lat2,lon2,distance_meters
CAJ020,國一N234K,雲林縣西螺鎮,TWD97,23.748078,120.459788,WGS84,23.74633,120.467926,851.9538207881274
CAL010,國一N250K,嘉義縣大林鎮,TWD97,23.612038,120.428737,WGS84,23.610292,120.436867,851.944638483462
CAD010,國一S105K,新竹縣寶山鄉,TWD97,24.728088,120.932448,WGS84,24.726316,120.940643,852.0205230962735
CAE020,國一S114K,苗栗縣頭份市,TWD97,24.670593,120.877616,WGS84,24.668836,120.885811,852.0094440302465
CAE030,國一S123K,苗栗縣頭屋鄉,TWD97,24.597708,120.852523,WGS84,24.59594,120.86071,851.9680767117137
CAE040,國一S132K,苗栗縣公館鄉,TWD97,24.526272,120.812648,WGS84,24.524506,120.820831,851.9796540409188
CAE050,國一S152K,苗栗縣三義鄉,TWD97,24.377254,120.74101,WGS84,24.375492,120.749184,851.9381450617269
CAF020,國一S162K,臺中市后里區,TWD97,24.297293,120.687806,WGS84,24.295534,120.695976,851.9731894223833
CAF030,國一S169K,臺中市神岡區,TWD97,24.238875,120.680105,WGS84,24.237116,120.688271,851.9465115595334
CAF040,國一S188K,臺中市大肚區,TWD97,24.120299,120.577587,WGS84,24.118546,120.585747,851.9466772466332
CAG030,國一S207K,彰化縣大村鄉,TWD97,23.990053,120.499939,WGS84,23.988304,120.508092,851.9668825779003
CAE060,國三N119K,苗栗縣竹南鎮,TWD97,24.677199,120.839196,WGS84,24.675432,120.847389,852.0236837056713
CAE070,國三N151K,苗栗縣苑裡鎮,TWD97,24.441976,120.673477,WGS84,24.440218,120.681656,851.9192627024993
CAG040,國三N191K,彰化縣和美鎮,TWD97,24.141006,120.513338,WGS84,24.139256,120.5215,851.9390424417138
CAG050,國三N196K,彰化縣彰化市,TWD97,24.108907,120.546322,WGS84,24.107155,120.554482,851.9928592112942
CAF050,國三N208K,臺中市霧峰區,TWD97,24.067905,120.652763,WGS84,24.066147,120.660919,852.0051988266945
CAE560,國一S144K,苗栗縣銅鑼鄉,TWD97,24.438818,120.770016,WGS84,24.437042,120.778219,854.765524669673
CAF950,國一N158K,臺中市后里區,TWD97,24.334121,120.708967,WGS84,24.332372,120.717144,852.1793398300312
CAF960,國三S175K,臺中市沙鹿區,TWD97,24.253246,120.58152,WGS84,24.251494,120.589683,851.3822485031344
CAF980,國三N183K,臺中市龍井區,TWD97,24.19538,120.562148,WGS84,24.193628,120.570311,851.7467144104994
CAH010,國三N223K,南投縣草屯鎮,TWD97,23.956874,120.654227,WGS84,23.955116,120.662376,852.0043899543919
CAJ010,國三N252K,雲林縣林內鄉,TWD97,23.775877,120.632472,WGS84,23.77412,120.64061,852.0095280722275
CAE080,國三S140K,苗栗縣通霄鎮,TWD97,24.524106,120.716822,WGS84,24.522345,120.725006,851.9651269407101
CAE090,國三S156K,苗栗縣苑裡鎮,TWD97,24.399738,120.66131,WGS84,24.39798,120.669487,851.9903094751345
CAF060,國三S168K,臺中市清水區,TWD97,24.310274,120.606299,WGS84,24.308519,120.614471,851.987549467555
CAG060,國三S202K,彰化縣彰化市,TWD97,24.094222,120.595098,WGS84,24.092468,120.603256,851.9373604524951
CAH020,國三S217K,南投縣草屯鎮,TWD97,24.008587,120.645062,WGS84,24.00683,120.653214,851.9542011932715
CAF090,國四E5K,臺中市神岡區,TWD97,24.298221,120.634964,WGS84,24.296465,120.643135,851.9902226044816
CAA090,國三甲005K,臺北市文山區,TWD97,25.003726,121.589277,WGS84,25.00194,121.5975,853.3441022953383
CAC020,國二E009K,桃園市桃園區,TWD97,25.020014,121.265475,WGS84,25.018244,121.273697,852.7302047047913
CAB050,國三N002K,基隆市中山區,TWD97,25.147619,121.713466,WGS84,25.14583,121.7217,853.5579252933956
CAB030,國三S004K,基隆市七堵區,TWD97,25.116228,121.680369,WGS84,25.11444,121.6886,853.44414370811
CAB040,國三S007K,基隆市七堵區,TWD97,25.098727,121.65957,WGS84,25.09694,121.6678,853.4351592842505
CAA030,國三S010K,新北市汐止區,TWD97,25.081787,121.639272,WGS84,25.08,121.6475,853.3499674712101
CAA040,國三S016K,臺北市南港區,TWD97,25.034846,121.607575,WGS84,25.03306,121.6158,853.3371078353047
CAA050,國三S037K,新北市土城區,TWD97,24.984141,121.462821,WGS84,24.982361,121.471042,853.1216475848745
CAA060,國三S042K,新北市土城區,TWD97,24.961778,121.422381,WGS84,24.96,121.4306,853.0198236467642
CAA070,國三N046K,新北市樹林區,TWD97,24.952607,121.387582,WGS84,24.95083,121.3958,852.955758594485
CAA990,國一N039K,新北市泰山區,TWD97,25.066207,121.373771,WGS84,25.064433,121.381972,850.4684098136149
CAC760,國一高架N063K,桃園市平鎮區,TWD97,24.952048,121.188097,WGS84,24.950281,121.196314,852.6061213071306
CAD710,國三N077K,新竹縣關西鎮,TWD97,24.799064,121.181827,WGS84,24.797294,121.190033,852.5939879416736
CAC770,國三N072K,桃園市龍潭區,TWD97,24.838161,121.191163,WGS84,24.836391,121.199371,852.537603827586
CAAD60,國五S005K,新北市石碇區,TWD97,24.998202,121.643708,WGS84,24.996414,121.651931,853.4315665781724
CAAD70,國五S006K,新北市石碇區,TWD97,24.991753,121.64875,WGS84,24.989964,121.656972,853.4011821675508
CAAD80,國五N008K,新北市石碇區,TWD97,24.985201,121.659868,WGS84,24.982411,121.668089,885.6905088157016
CAAD90,國五N013K,新北市坪林區,TWD97,24.949395,121.697289,WGS84,24.947603,121.705508,853.459931999565
CAUB30,國五S031K,宜蘭縣礁溪鄉,TWD97,24.820942,121.774168,WGS84,24.819144,121.782378,853.564393166913
CAUB40,國五S041K,宜蘭縣壯圍鄉,TWD97,24.736563,121.773719,WGS84,24.734764,121.781922,853.4469280012249
CAUB50,國五S047K,宜蘭縣羅東鎮,TWD97,24.677257,121.786384,WGS84,24.675456,121.794583,853.4868937161968
CAA080,國三S054K,新北市鶯歌區,TWD97,24.940943,121.315683,WGS84,24.93917,121.3239,852.8313048849739
CAC030,國三N063K,桃園市大溪區,TWD97,24.891285,121.255387,WGS84,24.889514,121.2636,852.7101092591806
CAD080,國三N085K,新竹縣關西鎮,TWD97,24.785096,121.112895,WGS84,24.78333,121.1211,852.4841214636158
CAD090,國三S103K,新竹市東區,TWD97,24.76037,120.952631,WGS84,24.75861,120.9608,848.9473332486791
CAB010,國一S001K,基隆市安樂區,TWD97,25.11762,121.720369,WGS84,25.11583,121.7286,853.4864575276101
CAB020,國一S006K,基隆市七堵區,TWD97,25.088729,121.678671,WGS84,25.08694,121.6869,853.4540198853135
CAA010,國一N013K,新北市汐止區,TWD97,25.068524,121.619925,WGS84,25.066739,121.628153,853.3854936090491
CAA020,國一S026K,新北市三重區,TWD97,25.078169,121.488172,WGS84,25.07639,121.4964,853.1685184335216
CAC010,國一S072K,桃園市楊梅區,TWD97,24.897595,121.125987,WGS84,24.89583,121.1342,852.5164172356091
CAD020,國一N077K,新竹縣湖口鄉,TWD97,24.886763,121.080688,WGS84,24.885,121.0889,852.4376767513668
CAD030,國一S082K,新竹縣湖口鄉,TWD97,24.878431,121.038489,WGS84,24.87667,121.0467,852.3427054875247
CAD040,國一S088K,新竹縣竹北市,TWD97,24.8462,121.013191,WGS84,24.84444,121.0214,852.3297801094734
CAD050,國一N094K,新竹市東區,TWD97,24.799541,121.000695,WGS84,24.79778,121.0089,852.2637398722671
CAD060,國一S098K,新竹縣寶山鄉,TWD97,24.762369,120.982894,WGS84,24.76056,120.9911,853.8348534890366
CAL020,國一S262K,嘉義縣民雄鄉,TWD97,23.51409,120.394928,WGS84,23.512333,120.403038,850.8319274635176
CAL030,國一N268K,嘉義縣水上鄉,TWD97,23.46259,120.367726,WGS84,23.460833,120.375833,850.8464789454046
CAL040,國一N273K,嘉義縣水上鄉,TWD97,23.418417,120.346896,WGS84,23.416666,120.355,850.6640441877582
CAN010,國一N288K,臺南市新營區,TWD97,23.307846,120.281937,WGS84,23.30609,120.290033,850.6618354995923
CAN020,國一S306K,臺南市麻豆區,TWD97,23.154587,120.222474,WGS84,23.152831,120.230558,850.3855552203904
CAN040,國一N323K,臺南市永康區,TWD97,23.01355,120.241377,WGS84,23.011789,120.249453,850.5543153174361
CAP010,國一S342K,高雄市路竹區,TWD97,22.847321,120.286935,WGS84,22.845555,120.295,850.5655798020942
CAP020,國一S346K,高雄市岡山區,TWD97,22.81399,120.306103,WGS84,22.812222,120.314166,850.6127131600173
CAP030,國一N351K,高雄市橋頭區,TWD97,22.767602,120.320828,WGS84,22.765833,120.328888,850.6106359028109
CAP040,國一N361K,高雄市仁武區,TWD97,22.682326,120.320557,WGS84,22.680555,120.328611,850.5605829555744
CAL050,國三N279K,嘉義縣大林鎮,TWD97,23.597872,120.515216,WGS84,23.596111,120.523333,851.1183865744471
CAL070,國三N295K,嘉義市東區,TWD97,23.470361,120.491261,WGS84,23.468598,120.499369,851.0510014498321
CAM900,國三S290K,嘉義縣竹崎鄉,TWD97,23.505867,120.482631,WGS84,23.504106,120.490742,851.0827899348753
CAV270,國一S336K,高雄市路竹區,TWD97,22.89593,120.263097,WGS84,22.894167,120.271178,851.8007312354932
CAN150,國一N315K,臺南市新市區,TWD97,23.08526,120.24383,WGS84,23.0835,120.251897,849.2052159006312
CAV280,國三S378K,高雄市田寮區,TWD97,22.82773,120.407455,WGS84,22.825958,120.415519,850.7339500729252
CAL080,國三N303K,嘉義縣中埔鄉,TWD97,23.413742,120.444389,WGS84,23.411969,120.452447,846.67706286415
CAN060,國三S311K,臺南市白河區,TWD97,23.34815,120.430789,WGS84,23.346388,120.438888,850.86974590465
CAN070,國三S329K,臺南市官田區,TWD97,23.214538,120.347743,WGS84,23.212777,120.355833,850.7515522607854
CAN080,國三N336K,臺南市官田區,TWD97,23.156484,120.336914,WGS84,23.154722,120.345,850.7257885585678
CAN090,國三S342K,臺南市善化區,TWD97,23.108456,120.319446,WGS84,23.106694,120.327528,850.6137003472577
CAN100,國三S366K,臺南市關廟區,TWD97,22.909476,120.343284,WGS84,22.9077,120.3513,845.5649105775477
CAP060,國三S385K,高雄市大樹區,TWD97,22.769552,120.436379,WGS84,22.767777,120.444444,851.2520943233166
CAQ020,國三S415K,屏東縣竹田鄉,TWD97,22.569782,120.519952,WGS84,22.568,120.528,850.897010609682
CAQ010,國三N425K,屏東縣南州鄉,TWD97,22.482061,120.523624,WGS84,22.480277,120.531666,850.8557455255711
CAJ040,西濱S241K,雲林縣口湖鄉,TWD97,23.625171,120.164529,WGS84,23.623426,120.172646,850.5471092275128
CAL100,西濱S267K,嘉義縣東石鄉,TWD97,23.417568,120.15477,WGS84,23.41613,120.162872,843.240742602701
CAC050,西濱S023K,桃園市蘆竹區,TWD97,25.118258,121.26728,WGS84,25.11649,121.27551,852.8211429145841
CAC060,西濱S032K,桃園市大園區,TWD97,25.09373,121.184277,WGS84,25.091966,121.192505,852.6841367376379
CAD100,西濱N066K,新竹縣新豐鄉,TWD97,24.897357,120.956688,WGS84,24.8956,120.9649,852.2167808036425
CAD110,西濱S082K,新竹市香山區,TWD97,24.753481,120.896827,WGS84,24.751724,120.905028,852.0663312937517
CAE100,西濱N107K,苗栗縣後龍鎮,TWD97,24.597551,120.731211,WGS84,24.5958,120.7394,851.7353913011202
CAE110,西濱S129K,苗栗縣苑裡鎮,TWD97,24.44895,120.634622,WGS84,24.4472,120.6428,851.5740049737497
CAF100,西濱N151K,臺中市清水區,TWD97,24.277713,120.539516,WGS84,24.275964,120.547681,851.3499378919477
CAG070,西濱S173K,彰化縣鹿港鎮,TWD97,24.109847,120.426423,WGS84,24.1081,120.434576,851.1679436337802
CAG080,西濱S189K,彰化縣芳苑鄉,TWD97,23.989603,120.361463,WGS84,23.987857,120.369607,851.0022784084885
CAG090,西濱N210K,彰化縣大城鄉,TWD97,23.845282,120.285103,WGS84,23.843536,120.293236,850.8071613939428
CAJ030,西濱N222K,雲林縣麥寮鄉,TWD97,23.73948,120.248007,WGS84,23.737734,120.256132,850.665710547562
CAL090,西濱S257K,嘉義縣東石鄉,TWD97,23.504025,120.163753,WGS84,23.502278,120.171861,850.4415944985624
CAN110,西濱S280K,臺南市北門區,TWD97,23.30695,120.140816,WGS84,23.3052,120.14891,850.3163514213306
CAN120,西濱N304K,臺南市七股區,TWD97,23.10519,120.078614,WGS84,23.103439,120.086694,850.1550234941343
